Date,XLK,XLC,XLY,XLE,XLI,XLV,XLP,XLB
2020-12-28,62.60861587524414,63.8405647277832,76.3843765258789,15.465415954589844,81.19326782226562,102.29691314697266,58.23607635498047,32.01311111450195
2020-12-29,62.31122589111328,63.783775329589844,76.40829467773438,15.36334228515625,80.70487213134766,102.7820816040039,58.06288146972656,31.936777114868164
2020-12-30,62.27763748168945,63.35788345336914,76.86751556396484,15.604225158691406,81.2209243774414,102.76375579833984,58.00227737426758,32.376792907714844
2020-12-31,62.368778228759766,63.868980407714844,76.91056060791016,15.473580360412598,81.59872436523438,103.84395599365234,58.409271240234375,32.502506256103516
2021-01-04,61.35184860229492,62.9224853515625,76.26000213623047,15.498074531555176,79.62672424316406,103.3953857421875,57.777130126953125,32.19270324707031
2021-01-05,61.74999237060547,63.14965057373047,76.82925415039062,16.192138671875,80.40999603271484,104.14602661132812,57.777130126953125,32.91557312011719
2021-01-06,60.68508529663086,62.846771240234375,77.61376190185547,16.686155319213867,82.32669830322266,105.57405853271484,57.82041549682617,34.2625617980957
2021-01-07,62.32080841064453,63.67965316772461,79.11100769042969,16.93111801147461,82.77824401855469,106.94718933105469,57.647220611572266,34.51848602294922
2021-01-08,62.72373962402344,63.878456115722656,80.74222564697266,16.910703659057617,82.57550811767578,107.45980072021484,57.93300247192383,34.35234832763672
2021-01-11,62.20568084716797,62.74264144897461,79.23538970947266,17.17607879638672,82.54785919189453,107.96329498291016,57.43940353393555,34.35234832763672
2021-01-12,61.90827560424805,61.729915618896484,80.4456558227539,17.7762451171875,83.36800384521484,106.79155731201172,57.24888610839844,34.78788375854492
2021-01-13,62.3016357421875,61.94760513305664,80.44085693359375,17.637428283691406,82.64923095703125,107.08451080322266,57.335479736328125,34.433170318603516
2021-01-14,61.754783630371094,61.59739685058594,79.92901611328125,18.160022735595703,82.93488311767578,106.74578094482422,57.03239059448242,34.31643295288086
2021-01-15,61.12159729003906,61.79616928100586,79.3119125366211,17.453702926635742,81.85675048828125,107.07532501220703,56.83321762084961,33.82703399658203
2021-01-19,61.91788864135742,62.91301345825195,79.76158142089844,17.804821014404297,82.12397766113281,107.88089752197266,56.58209228515625,33.94377136230469
2021-01-20,63.145870208740234,64.89115905761719,81.2684326171875,17.870145797729492,82.63080596923828,108.47591400146484,56.68600845336914,34.05601119995117
2021-01-21,63.96133804321289,65.1278076171875,81.64631652832031,17.265899658203125,81.98575592041016,107.96329498291016,56.4954948425293,33.55764389038086
2021-01-22,63.71669006347656,65.15620422363281,81.36888122558594,17.17607879638672,81.5618667602539,107.64289093017578,56.3482780456543,33.39599609375
2021-01-25,64.24915313720703,65.53477478027344,81.67023468017578,17.000520706176758,81.00897216796875,108.34774780273438,56.911155700683594,33.220890045166016
2021-01-26,64.29231262207031,66.42447662353516,81.61762237548828,16.637155532836914,80.26251983642578,107.9449691772461,57.422080993652344,32.76293182373047
2021-01-27,63.07871627807617,64.2759780883789,79.10145568847656,16.412609100341797,78.66834259033203,104.66781616210938,56.45219802856445,31.797592163085938
2021-01-28,63.33774185180664,64.50311279296875,79.3502197265625,16.6044979095459,79.83865356445312,106.1965560913086,56.6686897277832,32.34535598754883
2021-01-29,61.84591293334961,63.30107498168945,77.49893951416016,16.053329467773438,78.11546325683594,105.2994384765625,55.499629974365234,31.716766357421875
2021-02-01,63.395301818847656,64.48421478271484,79.51283264160156,16.16764259338379,78.92638397216797,105.70223236083984,55.55160140991211,32.08942794799805
2021-02-02,64.25395965576172,65.46851348876953,81.20144653320312,16.343196868896484,80.60350036621094,106.00431823730469,55.9239616394043,32.51148223876953
2021-02-03,64.03329467773438,66.3487777709961,80.74699401855469,17.041349411010742,80.6587905883789,105.2536849975586,56.01055145263672,32.5743522644043
2021-02-04,65.0550308227539,66.74629974365234,81.6080551147461,17.229156494140625,81.52501678466797,105.69306182861328,56.41756057739258,32.45760726928711
